Question_ID,Domain,N_Pages,Question,A,B,C,D,E,F,Correct_Answer,Doc_ID,Page_Num
22,domain_2,3,Скільки крапель циклодинону рекомендується приймати на день?,30 крапель 4 рази на день,10 крапель щодня,20 крапель 2 рази на день,50 крапель 3 рази на день,40 крапель 1 раз на день,15 крапель щоденно,E,7db5015ac19c3cd7bb04118b38a228b3572a358c.pdf,2
23,domain_2,4,Яка форма випуску нафтизину?,мазь,вода очищена,назальні краплі,розчин для ін'єкцій,таблетки,аерозоль,C,fc5f5d668b03d9b606779484d465efcb4436a6be.pdf,1
24,domain_2,8,Як слід приймати Фервекс?,по 2 саше 1 раз на добу,по 2 саше 2 рази на добу,по 1 саше 2-3 рази на добу,по 1 саше 4 рази на добу,по 1 г 1 раз на добу,5 днів що 15 хвилин,C,f4539bc3a79016285524705e25fee5a8d523db3d.pdf,5
25,domain_2,10,Якого режиму прийому офлоксацину євро потрібно дотримуватися при одночасному застосуванні з антацидами?,приймати за 2 години до їх застосування,вживати обидва після їжі,випивати через 30 хвилин,можна приймати разом,приймати обидва з їжею,не застосовувати взагалі,A,60d1bee90467207fbbac980b346b932229542c73.pdf,3
26,domain_2,5,Яка максимальна доза Ретаболілу для жінок?,по 150 мг 2 рази на місяць,по 50 мг кожні 3 тижні,по 100 мг 2 рази на тиждень,по 200 мг 1 раз на тиждень,по 300 мг 1 раз на тиждень,по 100 мг 1 раз на тиждень,F,4e779acee13fa6e0763fb33d1c83030b8e6ea33d.pdf,1
27,domain_2,3,Яка максимальна добова доза гастро-грану для дорослих і дітей старше 7 років?,5 разів на добу,7 років,1 раз на добу,3 рази на день,2 рази на добу,7 разів на рік,A,fb285f08989b559f0080c9dd096d3557860f919d.pdf,2
28,domain_2,3,Що викликає помутніння препарату Бронхіал Плюс?,погане зберігання,вода очищена,рослинні екстракти,реакція з повітрям,додавання консервантів,низька температура зберігання,C,5c75a2eb4814242f35871112bc657e36f813674b.pdf,1
30,domain_2,13,Яка доза ретровіру рекомендована для жінок у період вагітності понад 14 тижнів?,250 мг на добу,100 мг на добу,200 мг на добу,300 мг на добу,500 мг на добу,400 мг на добу,E,20e086e7585d5e496d67ed2313ceb5aa53b409b5.pdf,2
31,domain_2,3,Яка міжнародна назва препарату Елоком?,флуоцинолон,psoracole,дексаметазон,betamethasone,hydrocortisone,mometasone,F,556be4e553eab6942598e58cfa02b6aaa553a0e5.pdf,1
33,domain_2,5,Для якого отологічного стану рекомендується застосовувати вінпоцетин?,покращення слуху,діарея,підвищений артеріальний тиск,хвороба Меньєра,атеросклероз судин головного мозку,різні форми порушення мозкового кровообігу,D,f8e8ea2b7e82798862bc3d7b2753f2262642d889.pdf,1
34,domain_2,4,Який виробник випускає Нафтизин?,ПрАТ “Южанн”,ТОВ “Здоров'я”,ТзОВ “Фарма”,ДП “Обласна аптека”,ВАТ “Борщагівський ХФЗ”,ВАТ “Фармак”,F,fc5f5d668b03d9b606779484d465efcb4436a6be.pdf,1
36,domain_2,5,Яка доза для дорослих рекомендується при прийомі Вінпоцетину?,5-10 мг 1 раз на добу,15-20 мг 1 раз на день,5-10 мг 3 рази на добу,5 мг 1 раз на добу,10 мг 1 раз на тиждень,10-15 мг 2 рази на добу,C,f8e8ea2b7e82798862bc3d7b2753f2262642d889.pdf,2
37,domain_2,5,Який термін придатності гелю Дерива С?,3 роки,6 місяців,2 роки,Необмежений,5 років,1 рік,C,9d2df2f02cd5d57fe401497c3e64e47a3994112d.pdf,4
38,domain_2,4,Які побічні реакції можуть виникнути після застосування Інфаколу?,сухість у роті,слабкість,підвищення артеріального тиску,"нудота, блювання","шкірний висип, свербіж",головний біль,E,67bfbcbe3cfd8f845785a8664b9b73b6b4751d72.pdf,3
39,domain_2,22,Для чого призначають препарат Капонко?,лікування остеохондрозу,лікування грипу,лікування шизофренії,лікування артриту,лікування раку ободової кишки,лікування застуди,E,60f2d879c17e5e6967e40c2315b8d46a987bda47.pdf,3
40,domain_2,8,Які побічні ефекти з боку травної системи можуть виникнути при застосуванні фервексу?,токсичний епідермальний некроліз,"мігрені, галюцинації","жовтяниця, гепатонекроз","підвищення тиску, тахікардія","гепатонекроз, печія","глобальний астигматизм, глаукома",E,f4539bc3a79016285524705e25fee5a8d523db3d.pdf,7
43,domain_2,9,Які діючі речовини містить препарат Діаремікс?,"Фенітоїн, сальбутамол, дексаметазон","Ацетилсаліцилова кислота, ксамфін, жирні кислоти","Метамізол, німесулід, ампіцилін","Lactic Acid Bacillus (Bacillus coagulans/Lb.sporogenеs), лопераміду
гідрохлорид, дицикловерину гідрохлорид","Ібупрофен, допоміжні речовини","Кодеїн, парацетамол, поташ",D,114aa3c7890f255d1134a31a22a29caae427a6f1.pdf,1
45,domain_2,9,Яке основне показання до застосування Діаремікса?,Бронхіт,Грип,Висока температура,Зневоднення,Ангіна,Діарея різної етіології,F,114aa3c7890f255d1134a31a22a29caae427a6f1.pdf,2
48,domain_2,4,При яких станах не слід застосовувати Інфакол?,анемія,непрохідність кишечнику,гіпотонія,гіпертонія,бронхіальна астма,запалення легень,B,67bfbcbe3cfd8f845785a8664b9b73b6b4751d72.pdf,2
49,domain_2,17,Який ефект має вживання сандімуну неоралу разом із вориконазолом?,втричі підвищує AUC лерканідипіну,підвищує концентрацію циклоспорину в плазмі або крові,запобігає відторгненню трансплантатів,затримує калій в організмі,знижує концентрацію циклоспорину в плазмі або крові,призводить до гіперплазії ясен,B,f548cde5ba56c4e1d8aeca95c3e190f2711d6fa1.pdf,14
50,domain_2,3,Що слід зробити після втирання мазі Унгапівен?,протерти обличчя,витирти руки насухо,застосувати ще одну дозу,ретельно вимити руки,не робити нічого,втерти рештки мазі в іншу ділянку тіла,D,51fc038fd5ddeade0c2c261e2b56508b287bab98.pdf,2
51,domain_2,16,Чи дозволено застосування препарату Периндоприл-Тева під час вагітності?,дозволено в будь-якому триместрі,можливо при плануванні вагітності,можливо лише в I триместрі,протипоказано,дозволено за призначенням лікаря,"можливо, якщо доза невелика",D,5ae9814fac3ba1f5048ce716f15304d3ead03823.pdf,11
52,domain_2,4,Що потрібно робити перед першим застосуванням нафтизину?,розбавити краплі водою,збовтати флакон,охолодити флакон,максимально загвинчувати ковпачок флакона,поставити в морозильник,вколоти препарат внутрішньо,D,fc5f5d668b03d9b606779484d465efcb4436a6be.pdf,2
53,domain_2,5,Що рекомендовано контролювати під час лікування Ретаболілом?,контроль пульсу,"рекомендується контролювати
внутрішньоочний тиск через можливу затримку в організмі натрію і води.",контроль чутливості до глюкози,контроль артеріального тиску,контроль функції нирок,контроль рівня арнії,B,4e779acee13fa6e0763fb33d1c83030b8e6ea33d.pdf,3
54,domain_2,5,Як слід застосовувати Дерива С?,Вжити внутрішньо 3 рази на день з їжею,Наносити на вологу шкіру 2 рази на день,Наносити товстим шаром 2 рази на день,"Наносити тонким шаром на чисту суху шкіру у місцях висипів 1 раз на добу, на ніч",Вжити перед сном по 2 таблетки,Змішати з водою перед нанесенням,D,9d2df2f02cd5d57fe401497c3e64e47a3994112d.pdf,4
55,domain_2,4,Які діючі речовини містить препарат Сікапротект?,декспантенол та полівініловий спирт,калію гідрофосфат та тальк,"декспантенол, полівініловий спирт, бензалконію хлорид, калію гідрофосфат, калію дигідрофосфат та вода для ін’єкцій",кофеїн та глюкоза,фенітоїн та декстроза,бензалконію хлорид та вода,A,b0e35f26831baa753925da047ca36d318a100825.pdf,1
57,domain_2,4,Яке основне призначення препарату Інфакол?,лікування кашлю,лікування алергії,лікування застуди,лікування головного болю,симптоматичне лікування при газоутворенні,лікування шкірних захворювань,E,67bfbcbe3cfd8f845785a8664b9b73b6b4751d72.pdf,2
58,domain_2,6,Яка основна форма випуску кофеїн-бензоату натрію?,капсули,сироп,таблетки,ампули,розчин,порошок,C,1026d4282a0fb8d22694301adc83729950c8498b.pdf,1
61,domain_2,3,"Який ефект має мелітин, що міститься в препараті Унгапівен?",покращує апетит,збільшує ризик інфекцій,знижує артеріальний тиск,зменшує больові відчуття,сприяє звільненню ендотеліального релаксуючого чинника,посилює набряк,E,51fc038fd5ddeade0c2c261e2b56508b287bab98.pdf,1
62,domain_2,5,Яку з цих побічних реакцій не може викликати дериваС гель?,діарею,акне,кропив’янку,набряк Квінке,реакції фоточутливості,грамнегативний фолікуліт,D,9d2df2f02cd5d57fe401497c3e64e47a3994112d.pdf,4
63,domain_2,10,До чого може призвести одночасне вживання офлоксацину з глібенкламідом?,до судом,до нефротичних ефектів,до невеликого підвищення сироваткових концентрацій глібенкламіду,до запалення,до коливання рівня глюкози у крові,до зміни стану коагуляції крові,C,60d1bee90467207fbbac980b346b932229542c73.pdf,3
65,domain_2,15,При одночасному застосуванні піперациліну з якими засобами слід регулярно проводити контроль коагуляційних проб?,При комплексному лікуванні вірусів,При застосуванні з нестероїдними протизапальними препаратами,При терапії гормонами,При одночасному застосуванні з антикоагулянтами,При використанні діуретиків,При лікуванні серцево-судинних хвороб,D,1caa31f28b0feabbe319d352bf58cb08adcc4dc8.pdf,7
68,domain_2,3,Які рослинні екстракти містяться у складі БРОНХІАЛ ПЛЮС?,екстракт ромашки та екстракт шипшини,екстракт ехінацеї та екстракт звіробою,"екстракт алтея, екстракт тим'яну та вітамін C",екстракт алтея та екстракт тим'яну,"мед, сахароза",екстракт алтея та вітамін С,D,5c75a2eb4814242f35871112bc657e36f813674b.pdf,1
69,domain_2,2,Які допоміжні речовини містять супозиторії метилурацилу?,ПЕО-400 і ПЕО-1500,"сахароза, крохмаль",метилурацил,тетрагідропіримідин,олія рицинова,"гліцерин, вода",A,986dbec74e7ac870dfcf8b14337b301227c61238.pdf,1
73,domain_2,7,Яке дозування амоксикомбу рекомендується для дорослих при інфекціях дихальних шляхів?,2 таблетки кожні 8 годин,1 таблетка кожні 12 годин,1 суспензія що три години,1 таблетка 500 мг/125 мг кожні 12 годин,1 таблетка кожні 8 годин,1 таблетка 250 мг кожні 24 години,E,828b7ab8d9ead3e6f25ce173cd6f03cce5c800c1.pdf,2
76,domain_2,22,Як слід утилізувати препарат Капонко?,Через систему збору відходів,вилити у стічні води,спалити,подрібнити,викинути у звичайний смітник,вилити у каналізацію,A,60f2d879c17e5e6967e40c2315b8d46a987bda47.pdf,4
77,domain_2,26,"Яка побічна реакція часто спостерігається при застосуванні периндоприлу, що у складі трипліксаму?",гіпонатріємія,сонливість,нудота,кашель,аритмія,риніт,D,d80178b24cc3a40d841ec790e575767afd0a3fd9.pdf,23
78,domain_2,4,Яка тривалість застосування Інфаколу зазначена в інструкції?,не більше 2 тижнів,залежить від наявності скарг,не більше 5 днів,не більше 3 днів,не більше 1 тижня,не обмежена,B,67bfbcbe3cfd8f845785a8664b9b73b6b4751d72.pdf,3
80,domain_2,7,При якому стані хворим не слід призначати амоксицилін у капсулах?,при важких шлунково-кишкових розладах з діареєю та блюванням,при болях у спині,при підвищеній температурі,при загальному нездужанні,при кашлі,при болях у горлі,A,2827fbd42bc74ef48ac74ef40b90868b94b1da79.pdf,4
81,domain_2,3,При якій температурі рекомендовано зберігати бронхіал плюс?,325мг,не вище 15°С,рівно 25°С,не вище 20°С,не вище 25°С,вище 25°С,E,5c75a2eb4814242f35871112bc657e36f813674b.pdf,3
83,domain_2,3,Якій групі пацієнтів дозволено призначати циклоденон?,"жінкам, які годують грудьми",вагітним жінкам,"особам, які страждають на алкоголізм",прутняку звичайному,дітям від 12 років,дітям до 5 років,E,7db5015ac19c3cd7bb04118b38a228b3572a358c.pdf,2
84,domain_2,5,"Який період напіввиведення нандролону деканоату, що міститься в препараті ретаболіл?",1 доба,48 годин,12 годин,6 діб,24 години,3 доби,D,4e779acee13fa6e0763fb33d1c83030b8e6ea33d.pdf,4
85,domain_2,11,Яким чином ланзоптол впливає на активність H+/K+-АТФ-ази?,Пригнічує активність H+/K+-АТФ-ази,Інгібує дію інших ферментів,Збільшує вироблення шлункової кислоти,Не має ніякого впливу на H+/K+-АТФ-азу,Покращує активність H+/K+-АТФ-ази,Посилює секрецію шлункового соку,A,780fd55597cd81f1cf0d1492926ab69cfb115d89.pdf,1
88,domain_2,4,Яка діюча речовина входить до складу препарату Нафтизин®?,адреналін,вода для ін’єкцій,деконгестанти,нафазолін,борна кислота,епінефрин,D,fc5f5d668b03d9b606779484d465efcb4436a6be.pdf,1
95,domain_2,5,Які побічні ефекти з боку ендокринної системи можуть спостерігатися під час лікування ретаболілом?,пригнічення секреції гонадотропіну,реакції гіперчутливості,підвищений тиск,депресія,"доброякісні, злоякісні та неуточнені новоутворення",зміна лібідо,A,4e779acee13fa6e0763fb33d1c83030b8e6ea33d.pdf,2
96,domain_2,7,Яка частина амоксициліну виводиться із сечею у незміненому вигляді?,60-80%,10-20%,80-90%,30-50%,25-35%,50-70%,A,2827fbd42bc74ef48ac74ef40b90868b94b1da79.pdf,5
99,domain_2,3,Чутливість до якого компонента є протипоказанням до прийому циклодинону?,вітамін С,плоди прутняку звичайного,мелісса,листя кропиви,стигми кукурудзи,квіти ромашки,B,7db5015ac19c3cd7bb04118b38a228b3572a358c.pdf,2
100,domain_2,13,Яка доза Ретровіру призначається новонародженим?,1 мг/кг маси тіла 3 рази на добу,4 мг/кг маси тіла 4 рази на добу,"1,5 мг/кг маси тіла щодня",5 мг/кг маси тіла 1 раз на добу,2 мг/кг маси тіла кожні 6 годин,3 мг/кг маси тіла 2 рази на добу,E,20e086e7585d5e496d67ed2313ceb5aa53b409b5.pdf,2
101,domain_2,6,Що слід робити у випадку передозування препаратом Солпадеїн?,очистити організм за допомогою народних засобів,застосувати антисептик,зробити зарядку,прийняти вітамін C,пити багато води,негайно звернутися до лікаря,F,2ee44110e9b8b4b6f0e41ef9c8cc553be744551b.pdf,5
103,domain_2,13,"Коли пацієнти, що застосовують ретровір, повинні отримувати перевірки крові при розвинутій стадії ВІЛ-хвороби?",раз на півроку,кожен день,раз в місяць,кожні три місяці,не менше 1 разу на 2 тижні протягом перших 3 місяців лікування,раз на рік,E,20e086e7585d5e496d67ed2313ceb5aa53b409b5.pdf,8
107,domain_2,22,Яка активна речовина міститься у препараті Капонко?,капецитабін,офлоксацин,антрацикліни,5-фторурацил,оксаліплатин,доцетаксел,A,60f2d879c17e5e6967e40c2315b8d46a987bda47.pdf,1
109,domain_2,26,Які діючі речовини входять до складу трипліксаму?,"доксазозин, флувастатин, метопролол","Манілендз, Горей Роуд, Арклоу","периндоприл, атенолол, амлодипін","периндоприл, індапамід, амлодипін",суміш кальцію карбонату та крохмалю,"гліцерин, гіпромелоза,
макрогол",D,d80178b24cc3a40d841ec790e575767afd0a3fd9.pdf,1
110,domain_2,6,Якого кольору таблетки баклофену?,синього,кукурудзяного,масляного,круглого,білого,жовтого,E,3828dec85bc546bd064190a023c7c802d6a8ab0a.pdf,1
111,domain_2,9,Для лікування яких станів рекомендовано прийняти 150 мг дифлазону один раз на тиждень?,"для запобігання рецидиву орофарингеального кандидозу у хворих на СНІД, проти шкірних інфекцій та мікозу нігтів",виключно проти шкірних інфекцій,при глибоких ендемічних мікозах,при криптококовому менінгіті ,"при кандидемії, дисемінованому кандидозі та інших формах інвазивної кандидозної інфекції","при атрофічному кандидозі порожнини рота, пов’язаному із зубними протезами",A,cc340c81af3efa6ad4f864b38c4b1c497562df63.pdf,3
112,domain_2,6,Яка з цих речовин входить до діючих речовин солпадеїну?,магнію стеарат,етанол,вода,тальк очищений,кофеїн,кислота стеаринова,E,2ee44110e9b8b4b6f0e41ef9c8cc553be744551b.pdf,1
113,domain_2,4,"Яка максимальна тривалість застосування нафтизину 0,05% для дітей від 2-ох років?",3 дні,2 дні,5-7 днів,необмежено,не застосовується,7 днів,A,fc5f5d668b03d9b606779484d465efcb4436a6be.pdf,2
114,domain_2,9,Яка діюча речовина входить до складу дифлазону?,криптококоз,магнію стеарат,натрію лаурилсульфат,Е 171,терфенадин,флуконазол,F,cc340c81af3efa6ad4f864b38c4b1c497562df63.pdf,1
115,domain_2,10,Яка найпоширеніша тривалість лікування офлоксацином євро?,1 місяць,30 днів,20 днів,10-14 днів,1-3 дні,5-10 днів,F,60d1bee90467207fbbac980b346b932229542c73.pdf,7
119,domain_2,4,Яку максимальну дозу Інфаколу можна дати дитині?,60 мг (1.5 мл),40 мг (1 мл),20 мг (0.5 мл),50 мг (1.25 мл),10 мг (0.25 мл),30 мг (0.75 мл),B,67bfbcbe3cfd8f845785a8664b9b73b6b4751d72.pdf,3
120,domain_2,4,Яка тривалість курсу лікування препаратом Сікапротект?,3 роки,не більше 1 місяця,не більше 6 тижнів,встановлюється лікарем індивідуально,не більше 2 тижнів,не більше 3 днів,D,b0e35f26831baa753925da047ca36d318a100825.pdf,2
121,domain_2,26,Яка терапія рекомендована для пацієнтів з реноваскулярною гіпертензією?,допомога при гіпоглікемії,введення інсуліну,поєднання з калійзберігаючими препаратами,реваскуляризація,застосування альфа-блокаторів,лікування НПЗЗ,D,d80178b24cc3a40d841ec790e575767afd0a3fd9.pdf,17
125,domain_2,16,Яка максимально рекомендована доза Периндоприлу для пацієнтів з артеріальною гіпертензією після місяця лікування?,"7,5 мг 2 рази на добу",5 мг 1 раз на добу,"2,5 мг 2 рази на добу",20 мг 1 раз на добу,15 мг 1 раз на добу,10 мг 1 раз на добу,F,5ae9814fac3ba1f5048ce716f15304d3ead03823.pdf,12
126,domain_2,10,Яка максимальна добова доза офлоксацину євро?,400 мг,300 мг,1000 мг,800 мг,600 мг,200 мг,D,60d1bee90467207fbbac980b346b932229542c73.pdf,7
127,domain_2,5,Яка з цих реакцій є побічною дією вінпоцетину?,сонливість,дзвін у вухах,вагітність,сухість шкіри,атеросклероз судин головного мозку,інсульт,A,f8e8ea2b7e82798862bc3d7b2753f2262642d889.pdf,2
129,domain_2,9,Скільки разів на день рекомендовано застосовувати препарат Діаремікс для дорослих?,1 раз на тиждень,1 раз на добу,2-3 рази на день,Два рази на день,3-4 рази на день,2 рази на місяць,C,114aa3c7890f255d1134a31a22a29caae427a6f1.pdf,7
130,domain_2,3,Яка активна речовина має пом'якшувальну дію в препараті бронхіал ПЛЮС?,листя тим'яну,калію сорбат,вітамін С,слиз листків і кореня алтея,ефірна олія тим'яну,мед,D,5c75a2eb4814242f35871112bc657e36f813674b.pdf,1
133,domain_2,4,Які умови зберігання препарату Інфакол?,при температурі не вище 15 °С,в холодильнику,в морозильнику,при температурі не вище 30 °С,при кімнатній температурі,при температурі не вище 25 °С,F,67bfbcbe3cfd8f845785a8664b9b73b6b4751d72.pdf,3
134,domain_2,3,До якої фармакотерапевтичної групи належить елоком?,протизапальні препарати,кортикостероїди для місцевого застосування,снодійні,вітаміни,анальгетики,антибіотики,B,556be4e553eab6942598e58cfa02b6aaa553a0e5.pdf,1
139,domain_2,9,"Який механізм дії флуконазолу, що міститься в препараті Дифлазон?",стимулює утворення тромбоцитів,покращує циркуляцію крові,збільшує рівень рифабутину в сироватці,пригнічує синтез ергостеролу у клітинах грибів,посилює метаболізм,підвищує імунітет,D,cc340c81af3efa6ad4f864b38c4b1c497562df63.pdf,8
143,domain_2,26,"Який максимальний відсоток дози амлодипіну, що у складі трипліксаму, проникає у грудне молоко?",15%,близько 10%,"97,50%",від 3 до 7%,менше 1%,60%,A,d80178b24cc3a40d841ec790e575767afd0a3fd9.pdf,20
145,domain_2,10,Які основні показання до застосування Офлоксацину Євро?,інфекції верхніх і нижніх сечовивідних шляхів,алергія,грип,дослідження крові,панкреатит,профілактика грипу,A,60d1bee90467207fbbac980b346b932229542c73.pdf,2
147,domain_2,6,Які допоміжні речовини входять до складу Баклофену?,"віск, етанол, лактоза, магній, кукурудзяний крахмаль","етилцелюлоза, вода, тальк, крохмаль, спирт","вуглець, калій, крохмаль, олія, желатин","цукор, крохмаль, желатин, магній, олія","лактоза, крохмаль кукурудзяний, желатин, тальк, магнію стеарат, етилцелюлоза.","тіосечовина, желатин, етанол, вода, магній",E,3828dec85bc546bd064190a023c7c802d6a8ab0a.pdf,1
149,domain_2,26,"Що може бути наслідком передозування амлодипіну, що у складі трипліксаму?",системна гіпотензія,свербіж,гіперглікемія,проблеми з печінкою,кашель,дзвін у вухах,A,d80178b24cc3a40d841ec790e575767afd0a3fd9.pdf,22
151,domain_2,4,Що робити при передозуванні супрагістимом?,проводити промивання шлунка,перейти на рідке харчування,зробити укол адреналіну,прийняти снодійні засоби,прийняти душ,приняти заспокійливі засоби,A,a8bf09b126fb7c9072a5a54c3c0aaa5df7968ea4.pdf,2
153,domain_2,6,Яка добова доза баклофену рекомендована для дітей від 2 до 6 років?,"0,75-2 мг/кг",30-40 мг на добу,10-15 мг на добу,15-25 мг на добу,20-30 мг на добу,5-10 мг на добу,E,3828dec85bc546bd064190a023c7c802d6a8ab0a.pdf,3
154,domain_2,7,Які побічні реакції можуть виникнути з боку шлунково-кишкового тракту при застосуванні Амоксикомбу?,"свербіж, висип, набряк","закрепи, блювання, кандидоз шкіри","безсоння, нема апетиту","нудота, блювання, діарея","запаморочення, головний біль",головний біль,D,828b7ab8d9ead3e6f25ce173cd6f03cce5c800c1.pdf,2
155,domain_2,4,Яким чином слід застосовувати сікапротект для дорослих?,закапувати по 3 краплі в одне око до 5 разів на добу,закапувати по 1 краплі в кожне око один раз на тиждень,закапувати по 1 краплі в кожне око до 6 разів на добу,закапувати по 2 краплі в кожне око до 4 разів на добу,додавати в рідину для контактних лінз,застосовувати у вигляді ін'єкцій,C,b0e35f26831baa753925da047ca36d318a100825.pdf,1
157,domain_2,5,При яких захворюваннях не слід застосовувати Вінпоцетин?,серцеві аритмії,кропив'янка,дзвін у вухах,артрит,сонливість,гіпертензивна енцефалопатія,A,f8e8ea2b7e82798862bc3d7b2753f2262642d889.pdf,1
158,domain_2,8,При якому стані слід проявляти обережність під час застосування фервексу?,при грипі,при застудних захворюваннях,при бронхіті,при гастриті,при цукровому діабеті,при нежиті,E,f4539bc3a79016285524705e25fee5a8d523db3d.pdf,3
160,domain_2,9,Яка рекомендована добова доза дифлазону при лікуванні орофарингеального кандидозу?,100 мг,150 мг,1 мм^3,200 мг,50 мг,400 мг,E,cc340c81af3efa6ad4f864b38c4b1c497562df63.pdf,2
163,domain_2,15,Яка допоміжна речовина входить до складу Піперацилін-Тазобактам-Теви?,Цефалоспорини,Кларитроміцин ,Гентаміцин і тобраміцин,Пеніцилін,Тетрациклін,Натрію гідрокарбонат,F,1caa31f28b0feabbe319d352bf58cb08adcc4dc8.pdf,1
166,domain_2,5,Яке дозування ретаболілу рекомендоване для чоловіків?,по 300 мг 2 рази на тиждень,по 200 мг 1 раз на тиждень,по 150 мг 1 раз на місяць,по 100 мг 2 рази на тиждень,по 100 мг 1 раз на тиждень,по 50 мг кожні 3-4 тижні,B,4e779acee13fa6e0763fb33d1c83030b8e6ea33d.pdf,1
167,domain_2,4,Які основні показання для застосування нафтизину?,пневмонія,атеросклероз,цукровий діабет,серцева недостатність,гострий риніт,алергії,E,fc5f5d668b03d9b606779484d465efcb4436a6be.pdf,2
168,domain_2,3,Що з наведеного переліку є протипоказанням для застосування Унгапівен?,алергія на пил,недолік йоду,підвищена чутливість до компонентів препарату,онкологія,вік до 5 років,захворювання серця,C,51fc038fd5ddeade0c2c261e2b56508b287bab98.pdf,2
170,domain_2,7,Чи можна приймати Амоксикомб під час вагітності?,можна за бажанням,можна без обмежень,"можна, особливо в І триместрі",можна у перші 14 днів вагітності,"не можна, крім випадків крайньої необхідності",не можна тільки в І триместрі,E,828b7ab8d9ead3e6f25ce173cd6f03cce5c800c1.pdf,3
171,domain_2,10,Які мікроорганізми є стійкими до офлоксацину євро®?,Enterococcus faecalis,Haemophilus influenzae,Klebsiella pneumoniae,Morganella morganii,Escherichia coli,Salmonella spp.,A,60d1bee90467207fbbac980b346b932229542c73.pdf,1
175,domain_2,4,Який інтервал між застосуванням Сікапротекту та інших місцевих офтальмологічних препаратів?,необхідно застосовувати одночасно,30 хвилин,1 година,5 хвилин,6 тижнів,15 хвилин,F,b0e35f26831baa753925da047ca36d318a100825.pdf,3
